,Mediator,Outcome,Gravidity,Age group,N,Interaction,Aim1 effect,Total effect,Total effect 95% CI,Average mediated effect,Average mediated effect 95% CI,ACME p after BH adjustment,Average direct effect,Average direct effect 95% CI
3159,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,1,1.2992,0.4559,"[-0.3857, 1.3211]",0.0871,"[-0.1616, 0.4587]",0.984,0.3687,"[-0.4518, 1.1794]"
3160,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,0,0.3695,0.4282,"[-0.3909, 1.2579]",0.0754,"[-0.125, 0.3623]",0.976,0.3528,"[-0.4903, 1.1837]"
3161,CD244,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,1,-0.2928,0.0166,"[-0.1689, 0.2058]",0.0073,"[-0.0389, 0.0565]",0.8493,0.0093,"[-0.1831, 0.21]"
3162,CD244,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,0,0.0055,0.0119,"[-0.1669, 0.2072]",0.0082,"[-0.0333, 0.0565]",0.7516,0.0037,"[-0.189, 0.1999]"
3163,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,1,-0.8141,0.0788,"[-0.1251, 0.2867]",0.01,"[-0.0378, 0.0679]",0.9109,0.0688,"[-0.158, 0.2855]"
3164,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,0,0.0693,0.0801,"[-0.1442, 0.3062]",0.0133,"[-0.0305, 0.0715]",0.7823,0.0668,"[-0.1577, 0.2918]"
3165,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,1,0.7529,-0.2707,"[-0.775, 0.1986]",-0.0001,"[-0.2487, 0.2596]",0.992,-0.2706,"[-0.8424, 0.2461]"
3166,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,0,-0.2807,-0.2791,"[-0.7521, 0.1805]",0.006,"[-0.2124, 0.2242]",0.998,-0.2851,"[-0.8137, 0.1982]"
3167,CD244,absolute length growth velocity (3 month increment),All,0-3 months,251,1,1.0825,-0.0756,"[-0.6769, 0.5672]",-0.0417,"[-0.1804, 0.0676]",0.9371,-0.0339,"[-0.6529, 0.6258]"
3168,CD244,absolute length growth velocity (3 month increment),All,0-3 months,251,0,-0.0541,-0.106,"[-0.6965, 0.5388]",-0.0418,"[-0.1685, 0.0591]",0.924,-0.0642,"[-0.6808, 0.597]"
3169,CD244,absolute length growth velocity (3 month increment),Multi,0-3 months,200,1,1.2592,-0.2452,"[-0.9304, 0.4494]",-0.0569,"[-0.22, 0.0585]",0.7735,-0.1883,"[-0.8403, 0.488]"
3170,CD244,absolute length growth velocity (3 month increment),Multi,0-3 months,200,0,-0.1959,-0.2578,"[-0.9788, 0.4736]",-0.058,"[-0.2205, 0.053]",0.7675,-0.1999,"[-0.9335, 0.511]"
3171,CD244,absolute length growth velocity (3 month increment),Single,0-3 months,51,1,4.0916,0.6304,"[-0.9624, 2.1617]",0.1577,"[-0.227, 0.6844]",0.98,0.4727,"[-1.1194, 2.0956]"
3172,CD244,absolute length growth velocity (3 month increment),Single,0-3 months,51,0,0.4192,0.6024,"[-0.9911, 2.2639]",0.1808,"[-0.1782, 0.6767]",0.988,0.4216,"[-1.2566, 2.1221]"
3173,CD244,absolute length growth velocity (3 month increment),All,>3-6 months,181,1,-0.6072,-0.1952,"[-0.7979, 0.4501]",0.0193,"[-0.081, 0.1358]",0.966,-0.2145,"[-0.8186, 0.4505]"
3174,CD244,absolute length growth velocity (3 month increment),All,>3-6 months,181,0,-0.2272,-0.2133,"[-0.8368, 0.3863]",0.0221,"[-0.0705, 0.1427]",0.996,-0.2355,"[-0.8289, 0.3701]"
3175,CD244,absolute length growth velocity (3 month increment),Multi,>3-6 months,143,1,-0.092,-0.0614,"[-0.7632, 0.6412]",0.0191,"[-0.0539, 0.1375]",0.9333,-0.0805,"[-0.7708, 0.6017]"
3176,CD244,absolute length growth velocity (3 month increment),Multi,>3-6 months,143,0,-0.0863,-0.0699,"[-0.7523, 0.6677]",0.0199,"[-0.0606, 0.1397]",0.924,-0.0898,"[-0.7686, 0.6478]"
3177,CD244,absolute length growth velocity (3 month increment),Single,>3-6 months,38,1,-10.9642,-1.1381,"[-2.7216, 0.3883]",-0.4085,"[-1.4326, 0.3599]",0.992,-0.7295,"[-2.4497, 1.1187]"
3178,CD244,absolute length growth velocity (3 month increment),Single,>3-6 months,38,0,-0.768,-1.0249,"[-2.308, 0.394]",-0.2614,"[-1.1248, 0.5018]",0.996,-0.7634,"[-2.35, 0.8394]"
3179,CD244,absolute length growth velocity (3 month increment),All,>6-9 months,195,1,1.6425,-0.0624,"[-0.5811, 0.4719]",0.0289,"[-0.089, 0.1612]",0.9534,-0.0913,"[-0.6179, 0.4528]"
3180,CD244,absolute length growth velocity (3 month increment),All,>6-9 months,195,0,-0.0974,-0.0838,"[-0.5978, 0.4564]",0.0203,"[-0.0907, 0.1377]",0.9576,-0.1041,"[-0.627, 0.4318]"
3181,CD244,absolute length growth velocity (3 month increment),Multi,>6-9 months,158,1,0.9124,-0.2018,"[-0.7701, 0.3784]",0.0151,"[-0.1067, 0.1581]",0.994,-0.2169,"[-0.7813, 0.3791]"
3182,CD244,absolute length growth velocity (3 month increment),Multi,>6-9 months,158,0,-0.2213,-0.2136,"[-0.7883, 0.39]",0.0123,"[-0.1038, 0.1399]",1,-0.2259,"[-0.8022, 0.3629]"
3183,CD244,absolute length growth velocity (3 month increment),Single,>6-9 months,37,1,3.2189,1.0825,"[-0.8027, 3.0125]",0.2082,"[-0.3599, 1.0659]",0.992,0.8743,"[-0.9468, 2.6845]"
3184,CD244,absolute length growth velocity (3 month increment),Single,>6-9 months,37,0,0.878,1.0205,"[-0.8462, 2.8715]",0.1797,"[-0.2898, 0.8421]",0.982,0.8407,"[-1.0037, 2.7053]"
3185,CD244,absolute length growth velocity (3 month increment),All,>9-12 months,231,1,-0.7977,0.0045,"[-0.4366, 0.4564]",0.0182,"[-0.0929, 0.1367]",0.8493,-0.0137,"[-0.4642, 0.4623]"
3186,CD244,absolute length growth velocity (3 month increment),All,>9-12 months,231,0,-0.0225,-0.0065,"[-0.4326, 0.453]",0.0203,"[-0.0799, 0.1379]",0.7604,-0.0268,"[-0.4786, 0.4395]"
3187,CD244,absolute length growth velocity (3 month increment),Multi,>9-12 months,183,1,-2.1394,0.1422,"[-0.3264, 0.6307]",0.0223,"[-0.0923, 0.1576]",0.8919,0.1199,"[-0.4105, 0.6458]"
3188,CD244,absolute length growth velocity (3 month increment),Multi,>9-12 months,183,0,0.1217,0.146,"[-0.3777, 0.6774]",0.0304,"[-0.0755, 0.1684]",0.784,0.1156,"[-0.4126, 0.6525]"
3189,CD244,absolute length growth velocity (3 month increment),Single,>9-12 months,48,1,1.9299,-0.6366,"[-1.8854, 0.5085]",0.0137,"[-0.609, 0.6704]",1,-0.6504,"[-2.0773, 0.6437]"
3190,CD244,absolute length growth velocity (3 month increment),Single,>9-12 months,48,0,-0.6731,-0.6545,"[-1.801, 0.4576]",0.0276,"[-0.5064, 0.5818]",1,-0.6822,"[-1.9586, 0.4894]"
3191,CD244,absolute weight growth velocity (3 month increment),All,0-3 months,251,1,-155.5981,-11.4461,"[-175.0881, 163.5973]",7.338,"[-25.9235, 44.4637]",0.8584,-18.7841,"[-187.1043, 162.4078]"
3192,CD244,absolute weight growth velocity (3 month increment),All,0-3 months,251,0,-23.0498,-17.135,"[-186.2958, 156.6302]",8.1012,"[-23.864, 43.8229]",0.8894,-25.2362,"[-194.1111, 147.7519]"
3193,CD244,absolute weight growth velocity (3 month increment),Multi,0-3 months,200,1,-267.9952,-37.1556,"[-243.3499, 167.3702]",8.243,"[-25.4401, 47.7836]",0.9753,-45.3986,"[-248.949, 155.1117]"
3194,CD244,absolute weight growth velocity (3 month increment),Multi,0-3 months,200,0,-47.7449,-39.2308,"[-234.7092, 169.7442]",9.2909,"[-24.007, 51.7917]",0.954,-48.5217,"[-240.3874, 155.1692]"
3195,CD244,absolute weight growth velocity (3 month increment),Single,0-3 months,51,1,873.8371,3.207,"[-415.4208, 404.3547]",30.3425,"[-129.4946, 234.0356]",0.978,-27.1356,"[-457.6763, 382.7813]"
3196,CD244,absolute weight growth velocity (3 month increment),Single,0-3 months,51,0,-27.1529,1.7777,"[-396.9223, 418.8985]",34.5202,"[-117.7995, 219.3676]",0.982,-32.7426,"[-435.8396, 372.5924]"
3197,CD244,absolute weight growth velocity (3 month increment),All,>3-6 months,181,1,238.3454,-21.1292,"[-154.1383, 107.8823]",13.6276,"[-4.8838, 43.6823]",0.672,-34.7568,"[-165.1934, 98.0293]"
3198,CD244,absolute weight growth velocity (3 month increment),All,>3-6 months,181,0,-37.1643,-26.0594,"[-168.7856, 108.4391]",13.0844,"[-5.9236, 43.3351]",0.6248,-39.1438,"[-173.4222, 96.3402]"
3199,CD244,absolute weight growth velocity (3 month increment),Multi,>3-6 months,143,1,-60.3079,3.2914,"[-142.7671, 146.2693]",2.389,"[-12.6837, 23.5106]",0.9123,0.9024,"[-140.3161, 142.8555]"
3200,CD244,absolute weight growth velocity (3 month increment),Multi,>3-6 months,143,0,-0.7064,1.1705,"[-138.878, 154.5526]",2.724,"[-11.269, 21.8687]",0.8334,-1.5535,"[-138.3466, 149.8946]"
3201,CD244,absolute weight growth velocity (3 month increment),Single,>3-6 months,38,1,-112.8874,-163.0804,"[-600.1814, 248.3389]",144.2226,"[-45.8385, 425.3544]",0.6563,-307.303,"[-715.431, 87.4857]"
3202,CD244,absolute weight growth velocity (3 month increment),Single,>3-6 months,38,0,-310.6554,-163.3665,"[-544.4951, 257.8734]",148.4158,"[-53.5877, 440.5998]",0.6773,-311.7823,"[-707.8902, 80.2269]"
3203,CD244,absolute weight growth velocity (3 month increment),All,>6-9 months,195,1,341.0291,-48.2145,"[-160.9358, 69.2678]",16.3379,"[-7.7283, 47.9205]",0.926,-64.5524,"[-177.9067, 48.4299]"
3204,CD244,absolute weight growth velocity (3 month increment),All,>6-9 months,195,0,-65.389,-52.2759,"[-168.745, 63.3855]",14.441,"[-7.9831, 45.2021]",0.924,-66.7169,"[-177.121, 47.3307]"
3205,CD244,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,1,477.4951,-79.9508,"[-202.8201, 39.5466]",15.3746,"[-7.6722, 47.6537]",0.966,-95.3254,"[-213.6532, 23.9081]"
3206,CD244,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,0,-96.132,-83.747,"[-201.7138, 42.2192]",13.1928,"[-8.7374, 45.0987]",0.945,-96.9397,"[-216.0881, 25.1335]"
3207,CD244,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,1,-669.5503,113.2576,"[-364.4968, 615.1976]",4.4967,"[-192.7935, 220.1478]",1,108.7608,"[-324.6896, 565.166]"
3208,CD244,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,0,94.2081,99.1567,"[-351.6749, 575.8033]",13.3875,"[-147.445, 179.1636]",0.982,85.7692,"[-364.3551, 531.928]"
3209,CD244,absolute weight growth velocity (3 month increment),All,>9-12 months,231,1,24.7652,9.4114,"[-102.8261, 124.4997]",4.3254,"[-18.4809, 28.0427]",0.942,5.086,"[-113.3132, 126.022]"
3210,CD244,absolute weight growth velocity (3 month increment),All,>9-12 months,231,0,2.9438,6.1448,"[-107.7541, 121.3371]",4.6036,"[-16.4364, 28.3342]",0.988,1.5412,"[-113.245, 122.3178]"
3211,CD244,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,1,-671.7366,60.4161,"[-58.4135, 179.6008]",8.3184,"[-12.876, 36.1778]",0.998,52.0978,"[-70.2916, 176.0598]"
3212,CD244,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,0,51.8164,61.3124,"[-66.093, 190.9952]",10.7272,"[-10.1059, 40.4549]",0.992,50.5852,"[-76.1431, 180.3946]"
3213,CD244,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,1,NA,-161.1025,"[-490.3887, 146.8212]",-17.7505,"[-126.5619, 74.1255]",0.986,-143.352,"[-488.0615, 177.1411]"
3214,CD244,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,0,-155.0058,-172.2838,"[-483.952, 146.1352]",-11.545,"[-114.886, 80.6477]",0.996,-160.7389,"[-477.5072, 150.9258]"
3215,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,1,0.5312,0.0606,"[-0.356, 0.5172]",0.0382,"[-0.0302, 0.128]",0.8978,0.0225,"[-0.4011, 0.4701]"
3216,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,0,0.0112,0.0428,"[-0.3843, 0.4918]",0.0384,"[-0.0278, 0.1279]",0.98,0.0045,"[-0.4182, 0.459]"
3217,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,1,0.618,0.1147,"[-0.3835, 0.6007]",0.0534,"[-0.0147, 0.1671]",0.8295,0.0613,"[-0.4202, 0.5406]"
3218,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,0,0.0585,0.1091,"[-0.4205, 0.6369]",0.054,"[-0.0136, 0.165]",0.8505,0.0551,"[-0.4665, 0.5729]"
3219,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,1,-0.4128,-0.2476,"[-1.4712, 0.9912]",-0.0858,"[-0.631, 0.3753]",0.998,-0.1618,"[-1.4173, 1.1207]"
3220,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,0,-0.1788,-0.271,"[-1.4741, 0.9943]",-0.0769,"[-0.5359, 0.3089]",0.998,-0.1941,"[-1.4977, 1.1007]"
3221,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,1,0.4061,0.0475,"[-0.2881, 0.3833]",0.0057,"[-0.0553, 0.0696]",0.978,0.0418,"[-0.2824, 0.3786]"
3222,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,0,0.0346,0.0338,"[-0.318, 0.3703]",0.0053,"[-0.0505, 0.0655]",0.996,0.0285,"[-0.2972, 0.3592]"
3223,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,1,-0.2229,-0.0072,"[-0.3677, 0.373]",-0.0096,"[-0.0707, 0.03]",0.996,0.0024,"[-0.3411, 0.3749]"
3224,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,0,0.0003,-0.009,"[-0.3648, 0.3677]",-0.0089,"[-0.0669, 0.0283]",0.978,-0.0002,"[-0.3626, 0.3774]"
3225,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,1,4.2344,0.392,"[-0.5923, 1.308]",0.4335,"[-0.0809, 1.1895]",0.966,-0.0415,"[-1.0582, 0.9449]"
3226,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,0,-0.0362,0.3521,"[-0.5606, 1.2895]",0.387,"[-0.1002, 1.1224]",0.798,-0.0349,"[-1.0094, 0.9351]"
3227,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,1,-0.1189,-0.0525,"[-0.2801, 0.1788]",0.0108,"[-0.0374, 0.0647]",0.998,-0.0634,"[-0.2834, 0.1798]"
3228,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,0,-0.0678,-0.0593,"[-0.2898, 0.1725]",0.0114,"[-0.0335, 0.0586]",0.996,-0.0707,"[-0.2964, 0.1606]"
3229,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,1,0.5263,-0.0651,"[-0.3177, 0.1805]",0.012,"[-0.035, 0.0709]",0.994,-0.0771,"[-0.3171, 0.1689]"
3230,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0782,-0.0699,"[-0.3155, 0.1886]",0.0102,"[-0.0367, 0.062]",0.98,-0.0801,"[-0.3156, 0.1768]"
3231,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,1,-2.9822,-0.1381,"[-0.9692, 0.7214]",-0.0647,"[-0.4235, 0.2272]",0.998,-0.0734,"[-0.9001, 0.7925]"
3232,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,0,-0.1081,-0.1601,"[-0.9927, 0.6918]",-0.0327,"[-0.3499, 0.2278]",0.996,-0.1274,"[-0.9897, 0.7034]"
3233,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,1,0.378,0.0039,"[-0.1861, 0.1979]",-0.0061,"[-0.0555, 0.038]",0.9534,0.01,"[-0.1855, 0.2086]"
3234,CD244,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,0,0.0067,-0.0024,"[-0.1978, 0.1892]",-0.0067,"[-0.0497, 0.0355]",0.8919,0.0044,"[-0.1925, 0.2038]"
3235,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,1,-0.0811,0.0319,"[-0.1633, 0.2361]",0.0031,"[-0.0402, 0.0502]",0.966,0.0288,"[-0.1764, 0.2414]"
3236,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,0,0.0287,0.0299,"[-0.1755, 0.253]",0.0039,"[-0.0362, 0.0507]",0.984,0.026,"[-0.1903, 0.2472]"
3237,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,1,2.5551,-0.0525,"[-0.6612, 0.4951]",-0.0561,"[-0.4073, 0.2503]",0.996,0.0036,"[-0.7075, 0.6089]"
3238,CD244,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,0,-0.004,-0.0645,"[-0.587, 0.4739]",-0.0481,"[-0.2832, 0.1282]",0.998,-0.0164,"[-0.5671, 0.5317]"
3239,CD5,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,1,0.8388,-0.0203,"[-0.3204, 0.2939]",-0.0078,"[-0.0529, 0.0216]",0.9004,-0.0125,"[-0.3116, 0.3003]"
3240,CD5,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,0,-0.0209,-0.0336,"[-0.3305, 0.2877]",-0.0078,"[-0.0513, 0.0219]",0.91,-0.0258,"[-0.3282, 0.2983]"
3241,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,1,0.4022,-0.0996,"[-0.4316, 0.2374]",0.0162,"[-0.0324, 0.0871]",0.834,-0.1157,"[-0.445, 0.2126]"
3242,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,0,-0.1195,-0.1048,"[-0.4551, 0.2405]",0.0167,"[-0.0397, 0.0862]",0.852,-0.1215,"[-0.4707, 0.2369]"
3243,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,1,5.4898,0.3191,"[-0.4852, 1.1112]",0.1889,"[-0.0449, 0.5523]",0.968,0.1302,"[-0.677, 0.9482]"
3244,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,0,0.1488,0.3066,"[-0.4908, 1.1241]",0.1593,"[-0.036, 0.4693]",0.938,0.1473,"[-0.7078, 0.9789]"
3245,CD5,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,1,0.3402,-0.0668,"[-0.344, 0.2306]",-0.0007,"[-0.0253, 0.0217]",0.986,-0.0662,"[-0.3433, 0.2389]"
3246,CD5,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,0,-0.0704,-0.0746,"[-0.3552, 0.2107]",-0.0003,"[-0.0263, 0.0209]",1,-0.0743,"[-0.3542, 0.2087]"
3247,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,1,0.5315,-0.0048,"[-0.3318, 0.3214]",-0.0095,"[-0.0577, 0.023]",0.9536,0.0047,"[-0.3173, 0.3281]"
3248,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,0,0.0035,-0.0071,"[-0.3348, 0.3437]",-0.009,"[-0.0597, 0.0273]",0.924,0.0019,"[-0.3085, 0.3379]"
3249,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,1,-4.1598,-0.4629,"[-1.0823, 0.216]",-0.0959,"[-0.5065, 0.2186]",0.998,-0.367,"[-1.123, 0.4536]"
3250,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,0,-0.4121,-0.4481,"[-1.0636, 0.2136]",-0.0396,"[-0.3771, 0.2641]",0.99,-0.4086,"[-1.187, 0.3418]"
3251,CD5,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,1,-0.1805,-0.0228,"[-0.251, 0.2319]",0.0138,"[-0.0134, 0.06]",0.9822,-0.0366,"[-0.2631, 0.2109]"
3252,CD5,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,0,-0.0415,-0.03,"[-0.2624, 0.2066]",0.0143,"[-0.0148, 0.0581]",0.9487,-0.0443,"[-0.2736, 0.191]"
3253,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,1,-0.5144,-0.0756,"[-0.3218, 0.1768]",0.0016,"[-0.0307, 0.0444]",1,-0.0772,"[-0.3259, 0.1751]"
3254,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0802,-0.0801,"[-0.3347, 0.1852]",0.0021,"[-0.0315, 0.0395]",0.988,-0.0822,"[-0.333, 0.184]"
3255,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,1,-0.0992,0.4509,"[-0.3808, 1.2939]",0.0657,"[-0.2258, 0.4067]",0.984,0.3852,"[-0.4022, 1.1863]"
3256,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,0,0.3723,0.4311,"[-0.387, 1.2822]",0.0737,"[-0.2003, 0.4146]",0.976,0.3574,"[-0.4654, 1.1791]"
3257,CD5,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,1,0.0257,0.0172,"[-0.1693, 0.2097]",0.0115,"[-0.0155, 0.0465]",0.6475,0.0057,"[-0.1777, 0.1977]"
3258,CD5,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,0,0.0022,0.0119,"[-0.1722, 0.2072]",0.0118,"[-0.0145, 0.0465]",0.693,0.0001,"[-0.1843, 0.194]"
3259,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,1,-1.2714,0.0829,"[-0.1158, 0.2874]",-0.0022,"[-0.0451, 0.0407]",0.9471,0.0851,"[-0.1105, 0.2819]"
3260,CD5,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,0,0.0834,0.0789,"[-0.1471, 0.2992]",-0.0021,"[-0.0496, 0.042]",0.9471,0.081,"[-0.1297, 0.2979]"
3261,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,1,5.3062,-0.2598,"[-0.8188, 0.2363]",-0.0025,"[-0.2479, 0.2467]",0.992,-0.2573,"[-0.7945, 0.2162]"
3262,CD5,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,0,-0.242,-0.279,"[-0.7314, 0.1817]",-0.034,"[-0.2528, 0.1599]",0.998,-0.245,"[-0.7083, 0.1998]"
3263,CD5,absolute length growth velocity (3 month increment),All,0-3 months,251,1,1.7094,-0.0787,"[-0.6816, 0.5615]",-0.0165,"[-0.1097, 0.0451]",0.9371,-0.0623,"[-0.6641, 0.575]"
3264,CD5,absolute length growth velocity (3 month increment),All,0-3 months,251,0,-0.0788,-0.1056,"[-0.7055, 0.5411]",-0.0165,"[-0.1101, 0.0464]",0.924,-0.0891,"[-0.6915, 0.559]"
3265,CD5,absolute length growth velocity (3 month increment),Multi,0-3 months,200,1,0.8905,-0.2471,"[-0.911, 0.4412]",0.0343,"[-0.0683, 0.1837]",0.8885,-0.2814,"[-0.958, 0.3838]"
3266,CD5,absolute length growth velocity (3 month increment),Multi,0-3 months,200,0,-0.2885,-0.2566,"[-0.9583, 0.4373]",0.0356,"[-0.083, 0.1803]",0.8622,-0.2922,"[-0.9969, 0.4231]"
3267,CD5,absolute length growth velocity (3 month increment),Single,0-3 months,51,1,11.1108,0.6229,"[-1.0143, 2.2133]",0.3927,"[-0.0791, 1.1335]",0.952,0.2302,"[-1.4373, 1.9334]"
