,Mediator,Outcome,Gravidity,Age group,N,Interaction,Aim1 effect,Total effect,Total effect 95% CI,Average mediated effect,Average mediated effect 95% CI,ACME p after BH adjustment,Average direct effect,Average direct effect 95% CI
3037,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,1,-0.0531,-0.0664,"[-0.3161, 0.1888]",-0.0008,"[-0.038, 0.0352]",0.994,-0.0656,"[-0.3169, 0.1888]"
3038,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0676,-0.0703,"[-0.3169, 0.1946]",-0.0006,"[-0.0371, 0.0364]",0.98,-0.0697,"[-0.3164, 0.1984]"
3039,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,1,0.7601,-0.117,"[-1.008, 0.7901]",0.0096,"[-0.2989, 0.3392]",0.998,-0.1266,"[-0.9801, 0.6973]"
3040,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,0,-0.1475,-0.1526,"[-0.9537, 0.6792]",0.0122,"[-0.2958, 0.348]",0.996,-0.1649,"[-0.9413, 0.6104]"
3041,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,1,1.5598,0.0051,"[-0.1784, 0.1913]",-0.0085,"[-0.0407, 0.0097]",0.9534,0.0136,"[-0.1728, 0.1977]"
3042,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,0,0.0089,-0.002,"[-0.199, 0.1905]",-0.0084,"[-0.0402, 0.0105]",0.8792,0.0064,"[-0.1951, 0.2004]"
3043,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,1,0.9656,0.0338,"[-0.1626, 0.2465]",-0.0078,"[-0.0423, 0.0166]",0.9364,0.0416,"[-0.1584, 0.2591]"
3044,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,0,0.0393,0.0294,"[-0.1781, 0.2503]",-0.0073,"[-0.044, 0.0193]",0.984,0.0368,"[-0.165, 0.2581]"
3045,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,1,0.7459,-0.0619,"[-0.6093, 0.4855]",0.0004,"[-0.1791, 0.1851]",0.996,-0.0623,"[-0.5924, 0.4449]"
3046,CCL19,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,0,-0.0597,-0.0676,"[-0.5964, 0.5015]",0.0017,"[-0.1682, 0.1691]",0.998,-0.0693,"[-0.5639, 0.4519]"
3047,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,1,1.8572,-0.0178,"[-0.3261, 0.3033]",0.0444,"[-0.0067, 0.1188]",0.9004,-0.0623,"[-0.3588, 0.2447]"
3048,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,0,-0.0677,-0.0334,"[-0.3284, 0.28]",0.0394,"[-0.0069, 0.105]",0.91,-0.0728,"[-0.3705, 0.242]"
3049,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,1,2.0026,-0.0941,"[-0.4291, 0.2578]",0.0313,"[-0.0203, 0.1111]",0.826,-0.1255,"[-0.4711, 0.2136]"
3050,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,0,-0.129,-0.1053,"[-0.4462, 0.2512]",0.0261,"[-0.0192, 0.0986]",0.8442,-0.1313,"[-0.4803, 0.2254]"
3051,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,1,2.2722,0.3263,"[-0.4652, 1.1664]",0.0788,"[-0.1467, 0.4143]",0.968,0.2475,"[-0.5357, 1.0525]"
3052,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,0,0.2238,0.3116,"[-0.5238, 1.1628]",0.0877,"[-0.1159, 0.4168]",0.986,0.224,"[-0.5883, 1.0566]"
3053,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,1,-1.7055,-0.0633,"[-0.3428, 0.2443]",-0.0107,"[-0.0639, 0.0243]",0.931,-0.0526,"[-0.3316, 0.2455]"
3054,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,0,-0.0654,-0.0745,"[-0.3607, 0.2089]",-0.005,"[-0.0475, 0.0305]",0.9413,-0.0694,"[-0.3581, 0.2197]"
3055,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,1,-1.717,0.0028,"[-0.3268, 0.337]",-0.0034,"[-0.0441, 0.0346]",0.974,0.0062,"[-0.327, 0.3244]"
3056,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,0,-0.0078,-0.0067,"[-0.3337, 0.3377]",0.003,"[-0.0315, 0.0455]",0.9492,-0.0097,"[-0.3265, 0.3333]"
3057,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,1,-2.8175,-0.4626,"[-1.1138, 0.1873]",-0.0677,"[-0.3864, 0.1313]",0.998,-0.3949,"[-0.9681, 0.2095]"
3058,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,0,-0.3711,-0.4543,"[-1.1274, 0.2017]",-0.0838,"[-0.4056, 0.1335]",0.99,-0.3705,"[-0.9384, 0.2612]"
3059,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,1,-0.2477,-0.0225,"[-0.2536, 0.2284]",-0.011,"[-0.056, 0.0237]",0.9822,-0.0115,"[-0.2505, 0.2293]"
3060,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,0,-0.0171,-0.03,"[-0.2612, 0.2093]",-0.0097,"[-0.0552, 0.0254]",0.9487,-0.0204,"[-0.2505, 0.2259]"
3061,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,1,0.1341,-0.0734,"[-0.3264, 0.1874]",-0.0009,"[-0.0423, 0.0377]",1,-0.0725,"[-0.3274, 0.1915]"
3062,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0756,-0.0794,"[-0.3332, 0.185]",-0.0021,"[-0.045, 0.04]",0.988,-0.0773,"[-0.3325, 0.2025]"
3063,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,1,-2.4514,0.4307,"[-0.5252, 1.3677]",-0.0065,"[-0.2998, 0.2648]",0.984,0.4373,"[-0.446, 1.3488]"
3064,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,0,0.4458,0.4301,"[-0.4363, 1.331]",0.0009,"[-0.2833, 0.2848]",0.976,0.4293,"[-0.4012, 1.2616]"
3065,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,1,-0.2353,0.018,"[-0.1776, 0.2121]",-0.0119,"[-0.0471, 0.0141]",0.6475,0.0299,"[-0.157, 0.2249]"
3066,CCL28,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,0,0.0251,0.0123,"[-0.1725, 0.2024]",-0.0109,"[-0.0446, 0.0154]",0.693,0.0232,"[-0.159, 0.2167]"
3067,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,1,-0.2888,0.0829,"[-0.1198, 0.2839]",-0.0114,"[-0.0502, 0.0122]",0.8171,0.0943,"[-0.1083, 0.3059]"
3068,CCL28,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,0,0.0924,0.0796,"[-0.1362, 0.2982]",-0.0104,"[-0.0466, 0.0121]",0.749,0.0901,"[-0.123, 0.3081]"
3069,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,1,-0.8715,-0.2695,"[-0.7418, 0.2151]",0.0434,"[-0.0952, 0.24]",0.992,-0.313,"[-0.769, 0.1718]"
3070,CCL28,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,0,-0.318,-0.2806,"[-0.743, 0.2004]",0.0416,"[-0.0901, 0.2326]",0.998,-0.3221,"[-0.7637, 0.1443]"
3071,CCL28,absolute length growth velocity (3 month increment),All,0-3 months,251,1,3.5742,-0.0732,"[-0.6887, 0.5838]",0.0848,"[-0.0148, 0.2294]",0.9371,-0.158,"[-0.7486, 0.463]"
3072,CCL28,absolute length growth velocity (3 month increment),All,0-3 months,251,0,-0.1696,-0.1051,"[-0.7002, 0.5329]",0.075,"[-0.0135, 0.2051]",0.924,-0.1801,"[-0.7747, 0.4599]"
3073,CCL28,absolute length growth velocity (3 month increment),Multi,0-3 months,200,1,3.7045,-0.2371,"[-0.9132, 0.4727]",0.0578,"[-0.0389, 0.2121]",0.7735,-0.295,"[-0.9879, 0.3891]"
3074,CCL28,absolute length growth velocity (3 month increment),Multi,0-3 months,200,0,-0.3016,-0.258,"[-0.9594, 0.4592]",0.048,"[-0.0385, 0.1862]",0.7675,-0.306,"[-1.0199, 0.4177]"
3075,CCL28,absolute length growth velocity (3 month increment),Single,0-3 months,51,1,5.1676,0.6362,"[-0.9796, 2.3718]",0.1611,"[-0.3041, 0.8396]",0.98,0.4752,"[-1.1218, 2.1012]"
3076,CCL28,absolute length growth velocity (3 month increment),Single,0-3 months,51,0,0.4272,0.6107,"[-1.0492, 2.3326]",0.1809,"[-0.2319, 0.8475]",0.988,0.4298,"[-1.191, 2.1059]"
3077,CCL28,absolute length growth velocity (3 month increment),All,>3-6 months,181,1,-3.7068,-0.1893,"[-0.7776, 0.4596]",-0.0266,"[-0.1421, 0.0484]",0.966,-0.1628,"[-0.7574, 0.4712]"
3078,CCL28,absolute length growth velocity (3 month increment),All,>3-6 months,181,0,-0.1895,-0.2124,"[-0.8091, 0.3881]",-0.0143,"[-0.1111, 0.0601]",0.996,-0.1981,"[-0.8268, 0.4176]"
3079,CCL28,absolute length growth velocity (3 month increment),Multi,>3-6 months,143,1,-3.8232,-0.0483,"[-0.7479, 0.6641]",-0.012,"[-0.1039, 0.0649]",0.9333,-0.0363,"[-0.7351, 0.6396]"
3080,CCL28,absolute length growth velocity (3 month increment),Multi,>3-6 months,143,0,-0.0673,-0.0687,"[-0.7512, 0.6572]",0.0021,"[-0.0748, 0.086]",0.992,-0.0708,"[-0.7312, 0.655]"
3081,CCL28,absolute length growth velocity (3 month increment),Single,>3-6 months,38,1,-5.929,-1.0581,"[-2.403, 0.3029]",-0.1405,"[-0.8148, 0.2586]",0.992,-0.9176,"[-2.1314, 0.3553]"
3082,CCL28,absolute length growth velocity (3 month increment),Single,>3-6 months,38,0,-0.867,-1.041,"[-2.4252, 0.3445]",-0.1731,"[-0.8417, 0.2732]",0.996,-0.8679,"[-2.1237, 0.4776]"
3083,CCL28,absolute length growth velocity (3 month increment),All,>6-9 months,195,1,-0.58,-0.0651,"[-0.5897, 0.5036]",-0.0292,"[-0.1329, 0.048]",0.9534,-0.0359,"[-0.5764, 0.5058]"
3084,CCL28,absolute length growth velocity (3 month increment),All,>6-9 months,195,0,-0.049,-0.0827,"[-0.6104, 0.4589]",-0.0262,"[-0.13, 0.0499]",0.9531,-0.0565,"[-0.5787, 0.5014]"
3085,CCL28,absolute length growth velocity (3 month increment),Multi,>6-9 months,158,1,0.2252,-0.2009,"[-0.7705, 0.3817]",-0.0073,"[-0.1039, 0.0783]",0.994,-0.1936,"[-0.7712, 0.3956]"
3086,CCL28,absolute length growth velocity (3 month increment),Multi,>6-9 months,158,0,-0.2009,-0.2145,"[-0.7791, 0.3807]",-0.0096,"[-0.1099, 0.0833]",1,-0.2049,"[-0.7796, 0.4211]"
3087,CCL28,absolute length growth velocity (3 month increment),Single,>6-9 months,37,1,-5.1949,1.0303,"[-1.1491, 3.1456]",-0.0147,"[-0.6775, 0.5849]",0.992,1.045,"[-0.9696, 3.0672]"
3088,CCL28,absolute length growth velocity (3 month increment),Single,>6-9 months,37,0,1.0593,1.0247,"[-0.9428, 3.0022]",0.0018,"[-0.6272, 0.6324]",0.982,1.0229,"[-0.8277, 2.8615]"
3089,CCL28,absolute length growth velocity (3 month increment),All,>9-12 months,231,1,-0.717,0.0077,"[-0.4553, 0.4698]",-0.0313,"[-0.1137, 0.0282]",0.7025,0.039,"[-0.4004, 0.5132]"
3090,CCL28,absolute length growth velocity (3 month increment),All,>9-12 months,231,0,0.0277,-0.0055,"[-0.4406, 0.4429]",-0.0286,"[-0.1088, 0.0317]",0.6911,0.0231,"[-0.4076, 0.4818]"
3091,CCL28,absolute length growth velocity (3 month increment),Multi,>9-12 months,183,1,-0.7924,0.152,"[-0.3263, 0.6217]",-0.0278,"[-0.1183, 0.027]",0.8667,0.1798,"[-0.2991, 0.6688]"
3092,CCL28,absolute length growth velocity (3 month increment),Multi,>9-12 months,183,0,0.1759,0.1448,"[-0.3584, 0.6595]",-0.0253,"[-0.1103, 0.0277]",0.7657,0.1701,"[-0.3313, 0.6855]"
3093,CCL28,absolute length growth velocity (3 month increment),Single,>9-12 months,48,1,-2.4642,-0.6368,"[-1.7854, 0.5178]",0.0854,"[-0.2538, 0.5467]",1,-0.7222,"[-1.8228, 0.4489]"
3094,CCL28,absolute length growth velocity (3 month increment),Single,>9-12 months,48,0,-0.7281,-0.6583,"[-1.7683, 0.482]",0.0785,"[-0.2552, 0.536]",1,-0.7368,"[-1.8234, 0.395]"
3095,CCL28,absolute weight growth velocity (3 month increment),All,0-3 months,251,1,-706.3735,-12.136,"[-181.8539, 172.6415]",-13.7916,"[-46.8899, 6.7893]",0.8584,1.6555,"[-169.3391, 179.1254]"
3096,CCL28,absolute weight growth velocity (3 month increment),All,0-3 months,251,0,-2.7713,-16.793,"[-189.2436, 156.76]",-11.8639,"[-43.6787, 8.5059]",0.8894,-4.929,"[-176.3683, 173.4655]"
3097,CCL28,absolute weight growth velocity (3 month increment),Multi,0-3 months,200,1,-409.1455,-36.6818,"[-242.0542, 164.0961]",-8.7154,"[-43.7559, 12.2599]",0.9753,-27.9665,"[-229.8334, 177.4685]"
3098,CCL28,absolute weight growth velocity (3 month increment),Multi,0-3 months,200,0,-30.8522,-39.8117,"[-237.6589, 167.65]",-7.822,"[-40.1864, 11.2975]",0.954,-31.9897,"[-223.6626, 173.1401]"
3099,CCL28,absolute weight growth velocity (3 month increment),Single,0-3 months,51,1,NA,0.836,"[-400.08, 448.8319]",-49.9114,"[-215.8268, 52.2045]",0.978,50.7474,"[-393.7481, 518.608]"
3100,CCL28,absolute weight growth velocity (3 month increment),Single,0-3 months,51,0,60.6156,-0.9706,"[-386.9075, 436.0037]",-55.9308,"[-231.3921, 51.0993]",0.982,54.9602,"[-361.4438, 500.0616]"
3101,CCL28,absolute weight growth velocity (3 month increment),All,>3-6 months,181,1,-600.2109,-20.233,"[-154.6177, 114.7179]",-9.6429,"[-39.1748, 7.436]",0.672,-10.5901,"[-152.5102, 124.326]"
3102,CCL28,absolute weight growth velocity (3 month increment),All,>3-6 months,181,0,-16.1726,-25.8489,"[-162.4988, 110.1588]",-7.5636,"[-33.5696, 9.2193]",0.7298,-18.2853,"[-157.2629, 119.1192]"
3103,CCL28,absolute weight growth velocity (3 month increment),Multi,>3-6 months,143,1,-504.6314,5.4608,"[-146.7576, 158.3656]",3.6692,"[-15.0555, 32.027]",0.9123,1.7916,"[-142.9308, 145.8013]"
3104,CCL28,absolute weight growth velocity (3 month increment),Multi,>3-6 months,143,0,-3.0213,1.3668,"[-141.9807, 155.4435]",5.3434,"[-10.4329, 30.9772]",0.8334,-3.9766,"[-144.9879, 148.5069]"
3105,CCL28,absolute weight growth velocity (3 month increment),Single,>3-6 months,38,1,-445.1265,-164.7684,"[-611.7231, 276.9136]",-83.8361,"[-309.8795, 82.4654]",0.8773,-80.9323,"[-483.2458, 313.3734]"
3106,CCL28,absolute weight growth velocity (3 month increment),Single,>3-6 months,38,0,-80.4161,-166.5658,"[-584.9254, 281.9433]",-85.2801,"[-314.4013, 102.6527]",0.882,-81.2856,"[-453.8366, 333.0487]"
3107,CCL28,absolute weight growth velocity (3 month increment),All,>6-9 months,195,1,-391.2111,-49.2251,"[-163.584, 73.222]",-13.3749,"[-42.2165, 3.6013]",0.926,-35.8502,"[-150.1474, 87.9952]"
3108,CCL28,absolute weight growth velocity (3 month increment),All,>6-9 months,195,0,-38.8537,-52.069,"[-167.355, 62.5733]",-11.7905,"[-39.08, 3.4846]",0.924,-40.2785,"[-158.0263, 77.9543]"
3109,CCL28,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,1,-350.079,-81.6441,"[-199.4037, 36.2514]",-18.6514,"[-52.6137, 2.1663]",0.966,-62.9927,"[-182.9104, 55.9331]"
3110,CCL28,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,0,-65.6815,-84.1047,"[-209.4085, 40.3689]",-17.4778,"[-48.7872, 2.2223]",0.945,-66.6269,"[-190.0125, 58.4852]"
3111,CCL28,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,1,NA,108.9612,"[-469.3519, 665.2058]",5.4861,"[-187.2734, 217.1139]",1,103.4751,"[-415.9272, 612.5261]"
3112,CCL28,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,0,103.2223,104.7445,"[-369.3475, 587.7042]",8.4945,"[-169.4291, 201.4192]",0.982,96.25,"[-366.2113, 559.0476]"
3113,CCL28,absolute weight growth velocity (3 month increment),All,>9-12 months,231,1,667.6339,11.5246,"[-101.0112, 124.7671]",-11.9442,"[-38.2265, 3.8776]",0.942,23.4689,"[-87.0216, 141.5063]"
3114,CCL28,absolute weight growth velocity (3 month increment),All,>9-12 months,231,0,21.9078,6.4037,"[-109.8624, 122.8713]",-13.8927,"[-41.5574, 1.8987]",0.988,20.2965,"[-94.437, 135.0761]"
3115,CCL28,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,1,548.5973,65.8799,"[-57.4529, 187.2016]",-4.6427,"[-25.0763, 9.1305]",0.998,70.5226,"[-47.8124, 195.2163]"
3116,CCL28,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,0,68.6028,61.4215,"[-64.1943, 191.9293]",-6.0783,"[-27.1792, 6.5125]",0.992,67.4999,"[-54.8206, 196.5981]"
3117,CCL28,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,1,NA,-163.3729,"[-523.5461, 202.2072]",-68.0432,"[-258.4757, 51.0326]",0.986,-95.3298,"[-487.8821, 249.4117]"
3118,CCL28,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,0,-109.9579,-174.0435,"[-487.3261, 152.8696]",-59.2751,"[-251.6511, 56.5317]",0.996,-114.7684,"[-429.5426, 216.8024]"
3119,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,1,-2.7683,0.0531,"[-0.3713, 0.5033]",-0.0661,"[-0.1792, 0.0109]",0.8978,0.1192,"[-0.3083, 0.5674]"
3120,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,0,0.1084,0.0441,"[-0.3902, 0.4856]",-0.0577,"[-0.1637, 0.0103]",0.98,0.1018,"[-0.3255, 0.5584]"
3121,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,1,-2.0781,0.108,"[-0.3854, 0.5986]",-0.0349,"[-0.1365, 0.0312]",0.9202,0.1428,"[-0.3377, 0.6346]"
3122,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,0,0.1413,0.1082,"[-0.3957, 0.6423]",-0.0291,"[-0.1219, 0.0268]",0.876,0.1373,"[-0.3701, 0.6601]"
3123,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,1,-6.1164,-0.2519,"[-1.5123, 1.0422]",-0.2064,"[-0.7984, 0.179]",0.998,-0.0456,"[-1.2225, 1.2303]"
3124,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,0,-0.0405,-0.2811,"[-1.5501, 0.9726]",-0.2285,"[-0.8403, 0.141]",0.998,-0.0527,"[-1.2031, 1.1963]"
3125,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,1,1.1812,0.0456,"[-0.2918, 0.3948]",-0.0003,"[-0.0508, 0.0475]",0.978,0.046,"[-0.295, 0.3874]"
3126,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,0,0.0447,0.0344,"[-0.2972, 0.3785]",-0.0038,"[-0.0514, 0.0397]",0.996,0.0382,"[-0.3074, 0.3745]"
3127,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,1,0.9019,-0.0098,"[-0.3672, 0.3671]",0.0091,"[-0.0338, 0.0752]",0.996,-0.0189,"[-0.3782, 0.3567]"
3128,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,0,-0.0144,-0.0097,"[-0.3706, 0.367]",0.0054,"[-0.0309, 0.0561]",0.978,-0.0151,"[-0.3844, 0.3644]"
3129,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,1,3.7192,0.3708,"[-0.5996, 1.363]",-0.0301,"[-0.3175, 0.2127]",0.988,0.4009,"[-0.582, 1.3458]"
3130,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,0,0.3531,0.356,"[-0.555, 1.3733]",-0.0007,"[-0.2558, 0.2551]",0.998,0.3567,"[-0.5589, 1.3553]"
3131,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,1,-0.4523,-0.052,"[-0.2742, 0.1921]",-0.0114,"[-0.0579, 0.0234]",0.998,-0.0406,"[-0.2739, 0.2011]"
3132,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,0,-0.0462,-0.059,"[-0.2876, 0.1725]",-0.0095,"[-0.0527, 0.0262]",0.996,-0.0495,"[-0.285, 0.1902]"
3133,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,1,-0.6518,-0.067,"[-0.3216, 0.1808]",-0.0247,"[-0.0823, 0.0096]",0.994,-0.0423,"[-0.2962, 0.2086]"
3134,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0469,-0.0706,"[-0.3155, 0.1939]",-0.0218,"[-0.0749, 0.0107]",0.98,-0.0488,"[-0.293, 0.2153]"
3135,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,1,0.3458,-0.1328,"[-1.0524, 0.7742]",0.0125,"[-0.3303, 0.3761]",0.998,-0.1453,"[-0.9666, 0.6905]"
3136,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,0,-0.1488,-0.1505,"[-0.9887, 0.6546]",0.0151,"[-0.2995, 0.353]",0.996,-0.1656,"[-0.9411, 0.6174]"
3137,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,1,1.3231,0.0063,"[-0.1814, 0.203]",-0.0027,"[-0.0353, 0.0278]",0.9534,0.009,"[-0.1826, 0.2037]"
3138,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,0,0.0073,-0.0019,"[-0.2005, 0.1912]",-0.0066,"[-0.041, 0.0225]",0.8792,0.0047,"[-0.1955, 0.199]"
3139,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,1,1.1443,0.0381,"[-0.1612, 0.2472]",0.0042,"[-0.0178, 0.0348]",0.9364,0.0339,"[-0.163, 0.2427]"
3140,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,0,0.0313,0.0299,"[-0.1756, 0.2467]",0.001,"[-0.0241, 0.0288]",0.984,0.0289,"[-0.1717, 0.2491]"
3141,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,1,2.869,-0.0503,"[-0.6694, 0.5229]",-0.0991,"[-0.3865, 0.0881]",0.996,0.0488,"[-0.587, 0.6351]"
3142,CCL28,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,0,0.0253,-0.0696,"[-0.5951, 0.4695]",-0.0845,"[-0.3789, 0.1021]",0.998,0.0149,"[-0.5236, 0.5751]"
3143,CD244,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,1,0.5509,-0.0188,"[-0.3199, 0.2951]",-0.0155,"[-0.0819, 0.0401]",0.9004,-0.0033,"[-0.3121, 0.3195]"
3144,CD244,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,0,-0.0134,-0.0339,"[-0.3254, 0.2903]",-0.0156,"[-0.0757, 0.0352]",0.91,-0.0183,"[-0.325, 0.3138]"
3145,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,1,0.7041,-0.0983,"[-0.4377, 0.2462]",-0.0234,"[-0.1013, 0.0348]",0.826,-0.075,"[-0.4011, 0.2603]"
3146,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,0,-0.0793,-0.1054,"[-0.4642, 0.2586]",-0.0239,"[-0.1038, 0.033]",0.8442,-0.0815,"[-0.4495, 0.2748]"
3147,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,1,1.8195,0.3219,"[-0.4668, 1.0892]",0.0845,"[-0.1048, 0.3534]",0.968,0.2375,"[-0.5553, 1.0244]"
3148,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,0,0.2125,0.3076,"[-0.48, 1.1227]",0.0955,"[-0.0824, 0.3402]",0.986,0.2121,"[-0.6041, 1.041]"
3149,CD244,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,1,-0.2755,-0.0664,"[-0.3482, 0.236]",0.0104,"[-0.0359, 0.0658]",0.931,-0.0768,"[-0.3588, 0.2361]"
3150,CD244,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,0,-0.0827,-0.0749,"[-0.3645, 0.2061]",0.0117,"[-0.0305, 0.0696]",0.9413,-0.0866,"[-0.3652, 0.1984]"
3151,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,1,-0.0111,-0.0034,"[-0.337, 0.3254]",0.0091,"[-0.026, 0.0652]",0.9536,-0.0124,"[-0.3385, 0.3099]"
3152,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,0,-0.0149,-0.0074,"[-0.3291, 0.3424]",0.0094,"[-0.0292, 0.0663]",0.924,-0.0168,"[-0.3386, 0.3309]"
3153,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,1,-5.2545,-0.5013,"[-1.2448, 0.2228]",-0.1701,"[-0.6385, 0.2024]",0.998,-0.3313,"[-1.1592, 0.5648]"
3154,CD244,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,0,-0.3509,-0.4474,"[-1.0548, 0.2151]",-0.0994,"[-0.5057, 0.2618]",0.99,-0.3479,"[-1.1108, 0.4408]"
3155,CD244,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,1,0.6985,-0.0213,"[-0.2505, 0.2177]",0.0123,"[-0.0399, 0.0703]",0.9822,-0.0336,"[-0.2674, 0.204]"
3156,CD244,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,0,-0.0363,-0.0305,"[-0.2571, 0.2083]",0.0087,"[-0.0404, 0.06]",0.9487,-0.0392,"[-0.269, 0.1965]"
3157,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,1,0.4112,-0.074,"[-0.3258, 0.1786]",0.0073,"[-0.0467, 0.0709]",1,-0.0812,"[-0.3342, 0.1822]"
3158,CD244,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0831,-0.0791,"[-0.3322, 0.1892]",0.006,"[-0.0452, 0.0624]",0.988,-0.0851,"[-0.3415, 0.1776]"
